"","country","stateProvince","municipality","locality","loc","loc.correct","latitude","longitude","resolution.gazetteer","source"
"926","Brazil","São Paulo","Iguape","APA ILHA COMPRIDA","brazil_sao paulo_iguape_area protecao ambiental ilha comprida","brazil_sao paulo_iguape_apa ilha comprida","-24.7331405043554","-47.5552261750135","locality","cnuc_ibge"
"335","Brazil","São Paulo","Iguape","ARIE DO GUARÁ","brazil_sao paulo_iguape_arie guara","brazil_sao paulo_iguape_arie guara","-24.6999333024372","-47.475709545298","locality","cnuc_ibge"
"876","Brazil","São Paulo","Iguape","ARIE DO GUARÁ","brazil_sao paulo_iguape_arie guara","brazil_sao paulo_iguape_arie guara","-24.6999333024372","-47.475709545298","locality","cnuc_ibge"
"268","Brazil","São Paulo","Iguape","EEC CHAÚAS","brazil_sao paulo_iguape_eec chauas","brazil_sao paulo_iguape_eec chauas","-24.7484340221849","-47.6734556043085","locality","cnuc_ibge"
"809","Brazil","São Paulo","Iguape","EEC CHAÚAS","brazil_sao paulo_iguape_estacao ecologica chauas","brazil_sao paulo_iguape_eec chauas","-24.7484340221849","-47.6734556043085","locality","cnuc_ibge"
"328","Brazil","São Paulo","Iguape","EEC JURÉIA-ITATINS","brazil_sao paulo_iguape_eec jureia itatins","brazil_sao paulo_iguape_eec jureia itatins","-24.4725545085751","-47.302019626432","locality","cnuc_ibge"
"869","Brazil","São Paulo","Iguape","EEC JURÉIA-ITATINS","brazil_sao paulo_iguape_estacao ecologica jureia itatins","brazil_sao paulo_iguape_eec jureia itatins","-24.4725545085751","-47.302019626432","locality","cnuc_ibge"
"339","Brazil","São Paulo","Iguape","PE DO ITINGUÇU","brazil_sao paulo_iguape_pe itingucu","brazil_sao paulo_iguape_pe itingucu","-24.4077909473945","-47.1292269452427","locality","cnuc_ibge"
"880","Brazil","São Paulo","Iguape","PE DO ITINGUÇU","brazil_sao paulo_iguape_parque estadual itingucu","brazil_sao paulo_iguape_pe itingucu","-24.4077909473945","-47.1292269452427","locality","cnuc_ibge"
"341","Brazil","São Paulo","Iguape","PE DO PRELADO","brazil_sao paulo_iguape_pe prelado","brazil_sao paulo_iguape_pe prelado","-24.5802130364957","-47.2854097520231","locality","cnuc_ibge"
"882","Brazil","São Paulo","Iguape","PE DO PRELADO","brazil_sao paulo_iguape_parque estadual prelado","brazil_sao paulo_iguape_pe prelado","-24.5802130364957","-47.2854097520231","locality","cnuc_ibge"
"508","Brazil","São Paulo","Iguape","RDS DA BARRA DO UNA","brazil_sao paulo_iguape_rds barra una","brazil_sao paulo_iguape_rds barra una","-24.4297627482919","-47.1200498797209","locality","cnuc_ibge"
"1049","Brazil","São Paulo","Iguape","RDS DA BARRA DO UNA","brazil_sao paulo_iguape_rds barra una","brazil_sao paulo_iguape_rds barra una","-24.4297627482919","-47.1200498797209","locality","cnuc_ibge"
"499","Brazil","São Paulo","Iguape","RDS DO DESPRAIADO","brazil_sao paulo_iguape_rds despraiado","brazil_sao paulo_iguape_rds despraiado","-24.3914876692319","-47.3637748644666","locality","cnuc_ibge"
"1040","Brazil","São Paulo","Iguape","RDS DO DESPRAIADO","brazil_sao paulo_iguape_rds despraiado","brazil_sao paulo_iguape_rds despraiado","-24.3914876692319","-47.3637748644666","locality","cnuc_ibge"
"178","Brazil","São Paulo","Iguape","RPPN FAZENDA MATA NATIVA","brazil_sao paulo_iguape_rppn fazenda mata nativa","brazil_sao paulo_iguape_rppn fazenda mata nativa","-24.6187450791597","-47.4608779246743","locality","cnuc_ibge"
"719","Brazil","São Paulo","Iguape","RPPN FAZENDA MATA NATIVA","brazil_sao paulo_iguape_reserva particular patrimonio natural fazenda mata nativa","brazil_sao paulo_iguape_rppn fazenda mata nativa","-24.6187450791597","-47.4608779246743","locality","cnuc_ibge"
"108","Brazil","São Paulo","Iguape","RPPN SERRA DO ITATINS","brazil_sao paulo_iguape_rppn serra itatins","brazil_sao paulo_iguape_rppn serra itatins","-24.42457961832","-47.4433357792067","locality","cnuc_ibge"
"649","Brazil","São Paulo","Iguape","RPPN SERRA DO ITATINS","brazil_sao paulo_iguape_rppn serra itatins","brazil_sao paulo_iguape_rppn serra itatins","-24.42457961832","-47.4433357792067","locality","cnuc_ibge"
"11","Brazil","São Paulo","Ilha Comprida","APA DE CANANÉIA-IGUAPÉ-PERUÍBE","brazil_sao paulo_ilha comprida_apa cananeia iguape peruibe","brazil_sao paulo_ilha comprida_apa cananeia iguape peruibe","-24.8879940766785","-47.7642167851513","locality","cnuc_ibge"
"552","Brazil","São Paulo","Ilha Comprida","APA DE CANANÉIA-IGUAPÉ-PERUÍBE","brazil_sao paulo_ilha comprida_area protecao ambiental cananeia iguape peruibe","brazil_sao paulo_ilha comprida_apa cananeia iguape peruibe","-24.8879940766785","-47.7642167851513","locality","cnuc_ibge"
"386","Brazil","São Paulo","Ilha Comprida","APA ILHA COMPRIDA","brazil_sao paulo_ilha comprida_apa ilha comprida","brazil_sao paulo_ilha comprida_apa ilha comprida","-24.8616872560688","-47.7197565959605","locality","cnuc_ibge"
"927","Brazil","São Paulo","Ilha Comprida","APA ILHA COMPRIDA","brazil_sao paulo_ilha comprida_area protecao ambiental ilha comprida","brazil_sao paulo_ilha comprida_apa ilha comprida","-24.8616872560688","-47.7197565959605","locality","cnuc_ibge"
"336","Brazil","São Paulo","Ilha Comprida","ARIE DO GUARÁ","brazil_sao paulo_ilha comprida_arie guara","brazil_sao paulo_ilha comprida_arie guara","-24.6879505932606","-47.4460817712688","locality","cnuc_ibge"
"877","Brazil","São Paulo","Ilha Comprida","ARIE DO GUARÁ","brazil_sao paulo_ilha comprida_arie guara","brazil_sao paulo_ilha comprida_arie guara","-24.6879505932606","-47.4460817712688","locality","cnuc_ibge"
"325","Brazil","São Paulo","Ilha Comprida","ARIE ZVS DA APA DA ILHA COMPRIDA","brazil_sao paulo_ilha comprida_arie zvs apa ilha comprida","brazil_sao paulo_ilha comprida_arie zvs apa ilha comprida","-24.8907872464046","-47.7645996410222","locality","cnuc_ibge"
"866","Brazil","São Paulo","Ilha Comprida","ARIE ZVS DA APA DA ILHA COMPRIDA","brazil_sao paulo_ilha comprida_arie zona vida silvestre apa ilha comprida","brazil_sao paulo_ilha comprida_arie zvs apa ilha comprida","-24.8907872464046","-47.7645996410222","locality","cnuc_ibge"
"505","Brazil","São Paulo","Ilhabela","PE DE ILHABELA","brazil_sao paulo_ilhabela_pe ilhabela","brazil_sao paulo_ilhabela_pe ilhabela","-23.8511589367839","-45.3198702103337","locality","cnuc_ibge"
"1046","Brazil","São Paulo","Ilhabela","PE DE ILHABELA","brazil_sao paulo_ilhabela_parque estadual ilhabela","brazil_sao paulo_ilhabela_pe ilhabela","-23.8511589367839","-45.3198702103337","locality","cnuc_ibge"
"344","Brazil","São Paulo","Indaiatuba","APA CABREUVA","brazil_sao paulo_indaiatuba_apa cabreuva","brazil_sao paulo_indaiatuba_apa cabreuva","-23.1822962422938","-47.1701731225805","locality","cnuc_ibge"
"885","Brazil","São Paulo","Indaiatuba","APA CABREUVA","brazil_sao paulo_indaiatuba_area protecao ambiental cabreuva","brazil_sao paulo_indaiatuba_apa cabreuva","-23.1822962422938","-47.1701731225805","locality","cnuc_ibge"
"150","Brazil","São Paulo","Indaiatuba","AREA DE PROTEÇÃO AMBIENTAL - PEDREGULHO","brazil_sao paulo_indaiatuba_area protecao ambiental","brazil_sao paulo_indaiatuba_area protecao ambiental","-23.2046535617893","-47.1491980465685","locality","cnuc_ibge"
"691","Brazil","São Paulo","Indaiatuba","AREA DE PROTEÇÃO AMBIENTAL - PEDREGULHO","brazil_sao paulo_indaiatuba_area protecao ambiental","brazil_sao paulo_indaiatuba_area protecao ambiental","-23.2046535617893","-47.1491980465685","locality","cnuc_ibge"
"188","Brazil","São Paulo","Indaiatuba","RPPN SÍTIO DAS PEDRAS","brazil_sao paulo_indaiatuba_rppn sitio pedras","brazil_sao paulo_indaiatuba_rppn sitio pedras","-23.1543127275813","-47.1340944233634","locality","cnuc_ibge"
"729","Brazil","São Paulo","Indaiatuba","RPPN SÍTIO DAS PEDRAS","brazil_sao paulo_indaiatuba_reserva particular patrimonio natural sitio pedras","brazil_sao paulo_indaiatuba_rppn sitio pedras","-23.1543127275813","-47.1340944233634","locality","cnuc_ibge"
"282","Brazil","São Paulo","Iperó","FLONA DE IPANEMA","brazil_sao paulo_ipero_flona ipanema","brazil_sao paulo_ipero_flona ipanema","-23.4286334590562","-47.6204889550415","locality","cnuc_ibge"
"823","Brazil","São Paulo","Iperó","FLONA DE IPANEMA","brazil_sao paulo_ipero_floresta nacional ipanema","brazil_sao paulo_ipero_flona ipanema","-23.4286334590562","-47.6204889550415","locality","cnuc_ibge"
"355","Brazil","São Paulo","Ipeúna","APA CUESTA CORUMBATAÍ","brazil_sao paulo_ipeuna_apa cuesta corumbatai","brazil_sao paulo_ipeuna_apa cuesta corumbatai","-22.3996666342279","-47.7287568436521","locality","cnuc_ibge"
"896","Brazil","São Paulo","Ipeúna","APA CUESTA CORUMBATAÍ","brazil_sao paulo_ipeuna_area protecao ambiental cuesta corumbatai","brazil_sao paulo_ipeuna_apa cuesta corumbatai","-22.3996666342279","-47.7287568436521","locality","cnuc_ibge"
"405","Brazil","São Paulo","Ipeúna","APA PIRACICABA JUQUERI MIRIM ÁREA I","brazil_sao paulo_ipeuna_apa piracicaba juqueri mirim area i","brazil_sao paulo_ipeuna_apa piracicaba juqueri mirim area i","-22.4067972974198","-47.719431832796","locality","cnuc_ibge"
"946","Brazil","São Paulo","Ipeúna","APA PIRACICABA JUQUERI MIRIM ÁREA I","brazil_sao paulo_ipeuna_area protecao ambiental piracicaba juqueri mirim area i","brazil_sao paulo_ipeuna_apa piracicaba juqueri mirim area i","-22.4067972974198","-47.719431832796","locality","cnuc_ibge"
"429","Brazil","São Paulo","Iporanga","APA QUILOMBOS DO MÉDIO RIBEIRA","brazil_sao paulo_iporanga_apa quilombos medio ribeira","brazil_sao paulo_iporanga_apa quilombos medio ribeira","-24.5551263921079","-48.5110615972198","locality","cnuc_ibge"
"970","Brazil","São Paulo","Iporanga","APA QUILOMBOS DO MÉDIO RIBEIRA","brazil_sao paulo_iporanga_area protecao ambiental quilombos medio ribeira","brazil_sao paulo_iporanga_apa quilombos medio ribeira","-24.5551263921079","-48.5110615972198","locality","cnuc_ibge"
"447","Brazil","São Paulo","Iporanga","APA SERRA DO MAR","brazil_sao paulo_iporanga_apa serra mar","brazil_sao paulo_iporanga_apa serra mar","-24.3776858618321","-48.42552754015","locality","cnuc_ibge"
"988","Brazil","São Paulo","Iporanga","APA SERRA DO MAR","brazil_sao paulo_iporanga_area protecao ambiental serra mar","brazil_sao paulo_iporanga_apa serra mar","-24.3776858618321","-48.42552754015","locality","cnuc_ibge"
"77","Brazil","São Paulo","Iporanga","PE CAVERNA DO DIABO","brazil_sao paulo_iporanga_pe caverna diabo","brazil_sao paulo_iporanga_pe caverna diabo","-24.6219042229971","-48.5377787529571","locality","cnuc_ibge"
"618","Brazil","São Paulo","Iporanga","PE CAVERNA DO DIABO","brazil_sao paulo_iporanga_parque estadual caverna diabo","brazil_sao paulo_iporanga_pe caverna diabo","-24.6219042229971","-48.5377787529571","locality","cnuc_ibge"
"79","Brazil","São Paulo","Iporanga","PE INTERVALES","brazil_sao paulo_iporanga_pe intervales","brazil_sao paulo_iporanga_pe intervales","-24.3742018576508","-48.4247406362808","locality","cnuc_ibge"
"620","Brazil","São Paulo","Iporanga","PE INTERVALES","brazil_sao paulo_iporanga_parque estadual intervales","brazil_sao paulo_iporanga_pe intervales","-24.3742018576508","-48.4247406362808","locality","cnuc_ibge"
"35","Brazil","São Paulo","Iporanga","PE TURÍSTICO DO ALTO DO RIBEIRA","brazil_sao paulo_iporanga_pe turistico alto ribeira","brazil_sao paulo_iporanga_pe turistico alto ribeira","-24.4798168128585","-48.6141721204459","locality","cnuc_ibge"
"576","Brazil","São Paulo","Iporanga","PE TURÍSTICO DO ALTO DO RIBEIRA","brazil_sao paulo_iporanga_parque estadual turistico alto ribeira","brazil_sao paulo_iporanga_pe turistico alto ribeira","-24.4798168128585","-48.6141721204459","locality","cnuc_ibge"
"255","Brazil","São Paulo","Itaberá","EEC ITABERÁ","brazil_sao paulo_itabera_eec itabera","brazil_sao paulo_itabera_estacao ecologica itabera","-23.8446011510518","-49.1413435976003","locality","cnuc_ibge"
"796","Brazil","São Paulo","Itaberá","EEC ITABERÁ","brazil_sao paulo_itabera_estacao ecologica itabera","brazil_sao paulo_itabera_estacao ecologica itabera","-23.8446011510518","-49.1413435976003","locality","cnuc_ibge"
"251","Brazil","São Paulo","Itanhaém","ARIE ILHAS QUEIMADA GRANDE E QUEIMADA PEQUENA","brazil_sao paulo_itanhaem_arie ilhas queimada grande e queimada pequena","brazil_sao paulo_itanhaem_arie ilhas queimada grande e queimada pequena","-24.4760405008355","-46.6867048364642","locality","cnuc_ibge"
"792","Brazil","São Paulo","Itanhaém","ARIE ILHAS QUEIMADA GRANDE E QUEIMADA PEQUENA","brazil_sao paulo_itanhaem_area relevante interesse ecologico ilhas queimada grande e queimada pequena","brazil_sao paulo_itanhaem_arie ilhas queimada grande e queimada pequena","-24.4760405008355","-46.6867048364642","locality","cnuc_ibge"
"518","Brazil","São Paulo","Itanhaém","PE DA SERRA DO MAR","brazil_sao paulo_itanhaem_pe serra mar","brazil_sao paulo_itanhaem_parque estadual serra mar","-24.0353922050792","-46.8340946462034","locality","cnuc_ibge"
"1059","Brazil","São Paulo","Itanhaém","PE DA SERRA DO MAR","brazil_sao paulo_itanhaem_parque estadual serra mar","brazil_sao paulo_itanhaem_parque estadual serra mar","-24.0353922050792","-46.8340946462034","locality","cnuc_ibge"
"283","Brazil","São Paulo","Itanhaém","RPPN SÍTIO TAGUAÍBA II","brazil_sao paulo_itanhaem_rppn sitio taguaiba ii","brazil_sao paulo_itanhaem_rppn sitio taguaiba ii","-24.125903863631","-46.8855863031651","locality","cnuc_ibge"
"824","Brazil","São Paulo","Itanhaém","RPPN SÍTIO TAGUAÍBA II","brazil_sao paulo_itanhaem_reserva particular patrimonio natural sitio taguaiba ii","brazil_sao paulo_itanhaem_rppn sitio taguaiba ii","-24.125903863631","-46.8855863031651","locality","cnuc_ibge"
"300","Brazil","São Paulo","Itapeva","EEC ITAPEVA","brazil_sao paulo_itapeva_eec itapeva","brazil_sao paulo_itapeva_estacao ecologica itapeva","-24.0775497985423","-49.0754757864923","locality","cnuc_ibge"
"841","Brazil","São Paulo","Itapeva","EEC ITAPEVA","brazil_sao paulo_itapeva_estacao ecologica itapeva","brazil_sao paulo_itapeva_estacao ecologica itapeva","-24.0775497985423","-49.0754757864923","locality","cnuc_ibge"
"375","Brazil","São Paulo","Itaporanga","APA CUESTA PARAPANEMA","brazil_sao paulo_itaporanga_apa cuesta parapanema","brazil_sao paulo_itaporanga_apa cuesta parapanema","-23.6011665913537","-49.4662135424427","locality","cnuc_ibge"
"916","Brazil","São Paulo","Itaporanga","APA CUESTA PARAPANEMA","brazil_sao paulo_itaporanga_area protecao ambiental cuesta parapanema","brazil_sao paulo_itaporanga_apa cuesta parapanema","-23.6011665913537","-49.4662135424427","locality","cnuc_ibge"
"469","Brazil","São Paulo","Itaquaquecetuba","APA VÁRZEA DO RIO TIETÊ","brazil_sao paulo_itaquaquecetuba_apa varzea rio tiete","brazil_sao paulo_itaquaquecetuba_apa varzea rio tiete","-23.4787405828543","-46.3480702145088","locality","cnuc_ibge"
"1010","Brazil","São Paulo","Itaquaquecetuba","APA VÁRZEA DO RIO TIETÊ","brazil_sao paulo_itaquaquecetuba_area protecao ambiental varzea rio tiete","brazil_sao paulo_itaquaquecetuba_apa varzea rio tiete","-23.4787405828543","-46.3480702145088","locality","cnuc_ibge"
"214","Brazil","São Paulo","Itararé","RPPN VALE DO CORISCO","brazil_sao paulo_itarare_rppn vale corisco","brazil_sao paulo_itarare_rppn vale corisco","-24.2120662022122","-49.3525804222527","locality","cnuc_ibge"
"755","Brazil","São Paulo","Itararé","RPPN VALE DO CORISCO","brazil_sao paulo_itarare_reserva particular patrimonio natural vale corisco","brazil_sao paulo_itarare_rppn vale corisco","-24.2120662022122","-49.3525804222527","locality","cnuc_ibge"
"12","Brazil","São Paulo","Itariri","APA DE CANANÉIA-IGUAPÉ-PERUÍBE","brazil_sao paulo_itariri_apa cananeia iguape peruibe","brazil_sao paulo_itariri_apa cananeia iguape peruibe","-24.2956086776977","-47.1309289459137","locality","cnuc_ibge"
"553","Brazil","São Paulo","Itariri","APA DE CANANÉIA-IGUAPÉ-PERUÍBE","brazil_sao paulo_itariri_area protecao ambiental cananeia iguape peruibe","brazil_sao paulo_itariri_apa cananeia iguape peruibe","-24.2956086776977","-47.1309289459137","locality","cnuc_ibge"
"329","Brazil","São Paulo","Itariri","EEC JURÉIA-ITATINS","brazil_sao paulo_itariri_eec jureia itatins","brazil_sao paulo_itariri_eec jureia itatins","-24.3514373896815","-47.1720500145422","locality","cnuc_ibge"
"870","Brazil","São Paulo","Itariri","EEC JURÉIA-ITATINS","brazil_sao paulo_itariri_estacao ecologica jureia itatins","brazil_sao paulo_itariri_eec jureia itatins","-24.3514373896815","-47.1720500145422","locality","cnuc_ibge"
"368","Brazil","São Paulo","Itatinga","APA CUESTA GUARANI","brazil_sao paulo_itatinga_apa cuesta guarani","brazil_sao paulo_itatinga_apa cuesta guarani","-23.1986715816663","-48.6039266017763","locality","cnuc_ibge"
"909","Brazil","São Paulo","Itatinga","APA CUESTA GUARANI","brazil_sao paulo_itatinga_area protecao ambiental cuesta guarani","brazil_sao paulo_itatinga_apa cuesta guarani","-23.1986715816663","-48.6039266017763","locality","cnuc_ibge"
"356","Brazil","São Paulo","Itirapina","APA CUESTA CORUMBATAÍ","brazil_sao paulo_itirapina_apa cuesta corumbatai","brazil_sao paulo_itirapina_apa cuesta corumbatai","-22.2945374009337","-47.8340293137595","locality","cnuc_ibge"
"897","Brazil","São Paulo","Itirapina","APA CUESTA CORUMBATAÍ","brazil_sao paulo_itirapina_area protecao ambiental cuesta corumbatai","brazil_sao paulo_itirapina_apa cuesta corumbatai","-22.2945374009337","-47.8340293137595","locality","cnuc_ibge"
"406","Brazil","São Paulo","Itirapina","APA PIRACICABA JUQUERI MIRIM ÁREA I","brazil_sao paulo_itirapina_apa piracicaba juqueri mirim area i","brazil_sao paulo_itirapina_apa piracicaba juqueri mirim area i","-22.3267157677428","-47.806370115508","locality","cnuc_ibge"
"947","Brazil","São Paulo","Itirapina","APA PIRACICABA JUQUERI MIRIM ÁREA I","brazil_sao paulo_itirapina_area protecao ambiental piracicaba juqueri mirim area i","brazil_sao paulo_itirapina_apa piracicaba juqueri mirim area i","-22.3267157677428","-47.806370115508","locality","cnuc_ibge"
"310","Brazil","São Paulo","Itirapina","EEC DE ITIRAPINA","brazil_sao paulo_itirapina_eec itirapina","brazil_sao paulo_itirapina_eec itirapina","-22.2334318884333","-47.8861783506768","locality","cnuc_ibge"
"851","Brazil","São Paulo","Itirapina","EEC DE ITIRAPINA","brazil_sao paulo_itirapina_estacao ecologica itirapina","brazil_sao paulo_itirapina_eec itirapina","-22.2334318884333","-47.8861783506768","locality","cnuc_ibge"
"345","Brazil","São Paulo","Itu","APA CABREUVA","brazil_sao paulo_itu_apa cabreuva","brazil_sao paulo_itu_apa cabreuva","-23.2256609742557","-47.1807869109004","locality","cnuc_ibge"
"886","Brazil","São Paulo","Itu","APA CABREUVA","brazil_sao paulo_itu_area protecao ambiental cabreuva","brazil_sao paulo_itu_apa cabreuva","-23.2256609742557","-47.1807869109004","locality","cnuc_ibge"
