"loc","loc.correct","Freq","stateProvince","municipality","locality"
"brazil_sao paulo_sao paulo_parque estadual intervales","",21,"sao paulo","sao paulo","parque estadual intervales"
"brazil_sao paulo_sao pedro_sao pedro","",21,"sao paulo","sao pedro","sao pedro"
"brazil_sao paulo_sao sebastiao_roadside of km 137","",21,"sao paulo","sao sebastiao","roadside of km 137"
"brazil_sao paulo_serra cantareira","",21,"sao paulo","serra do cantareira|serra da cantareira|mairipora","serra do cantareira|serra da cantareira, sitio barrocada|serra da cantareira|serra da cantareira, fazenda paineira"
"brazil_sao paulo_south tip of the island of ilha comprida","",21,"sao paulo","south tip of the island of ilha comprida","south tip of the island of ilha comprida"
"brazil_sao paulo_south tip of the island of ilha comprida_south tip of the island of ilha comprida","",21,"sao paulo","south tip of the island of ilha comprida","south tip of the island of ilha comprida"
"brazil_sao paulo_tapirai_pousada salve floresta and adjacent fazenda sao jose","",21,"sao paulo","tapirai","pousada salve floresta and adjacent fazenda sao jose"
"brazil_sao paulo_taubate_taubate","",21,"sao paulo","taubate","taubate"
"brazil_sao paulo_ubatuba_parcela q2","",21,"sao paulo","ubatuba","parcela q2"
"brazil_sao paulo_sete barras_parque estadual carlos botelho, estrada estadual sao miguel arcanjo sete barras","brazil_sao paulo_sete barras_pe carlos botelho",21,"sao paulo","sete barras","parque estadual carlos botelho, estrada estadual sao miguel arcanjo-sete barras|parque estadual de carlos botelho, estrada estadual sao miguel arcanjo-sete barras"
"brazil_NA_NA_ilha comprida","",20,"","cananeia|southern shore cananeia|ilha de comprida","ilha comprida|ilha de comprida"
"brazil_NA_NA_serra cuscuzeiro","",20,"","serra do cuscuzeiro","serra do cuscuzeiro"
"brazil_NA_serra cuscuzeiro","",20,"","serra do cuscuzeiro","serra do cuscuzeiro"
"brazil_sao paulo_19 km sw of turnoff to juquitiba_19 km sw of turnoff to juquitiba","",20,"sao paulo","19 km sw of turnoff to juquitiba","19 km sw of turnoff to juquitiba"
"brazil_sao paulo_5km rodovia washington luiz","",20,"sao paulo","itirapina","5km da rodovia washington luiz, estrada itirapina|5km da rodovia washington luiz, na estrada itirapina-rio claro|5km da rodovia washington luiz, estrada itirapina-rio claro|5km da rodovia washington luiz, na estrada itirapina|5km rodovia washington luiz, estrada itirapina-rio|5km da rodovia washington luiz, na estrada itirapina- rio claro"
"brazil_sao paulo_agropecuaria palmeira serra","",20,"sao paulo","pratania","private reserve of cerrado next to sugar cane plantation"
"brazil_sao paulo_aguas santa barbara_aguas santa barbara","",20,"sao paulo","aguas de santa barbara","aguas de santa barbara"
"brazil_sao paulo_analandia_parque rawistscher, fazenda pedra vermelha","",20,"sao paulo","analandia","parque rawistscher, fazenda pedra vermelha"
"brazil_sao paulo_aruja_fragmento 16","",20,"sao paulo","aruja","fragmento 16"
"brazil_sao paulo_atibaia_along road east of igreja sao joao batista at praca claudino alves in atibaia","",20,"sao paulo","atibaia","along road east of igreja de sao joao batista at praca claudino alves in atibaia"
"brazil_sao paulo_atibaia_chacara sao fernando","",20,"sao paulo","atibaia","chacara sao fernando"
"brazil_sao paulo_bertioga_a 3 km colonia ferias sesc","",20,"sao paulo","bertioga","a 3 km da colonia de ferias do sesc"
"brazil_sao paulo_botucatu_a 20 km botucatu fazenda mac","",20,"sao paulo","botucatu","a 20 km de botucatu fazenda mac"
"brazil_sao paulo_botucatu_mata bica, fazenda edgardia, campus botucatu","",20,"sao paulo","botucatu","mata da bica, fazenda edgardia, campus de botucatu|mata da bica, fazenda edgardia, campus botucatu"
"brazil_sao paulo_braganca paulista_pedra bela","",20,"sao paulo","braganca paulista","pedra bela"
"brazil_sao paulo_braganca paulista_res","",20,"sao paulo","braganca paulista","res"
"brazil_sao paulo_campinas_sub distrito souzas","",20,"sao paulo","campinas","sub-distrito de souzas|sub distrito de souzas"
"brazil_sao paulo_campos jordao_estrada para sao bento sapucai","",20,"sao paulo","campos do jordao","estrada para sao bento do sapucai"
"brazil_sao paulo_campos jordao_hotel golden park campos","",20,"sao paulo","campos do jordao","hotel golden park campos"
"brazil_sao paulo_campos jordao_na mata umida e brejosa","",20,"sao paulo","campos do jordao","na mata umida e brejosa"
"brazil_sao paulo_campos jordao_parque estadual campo jordao","",20,"sao paulo","campos do jordao","parque estadual de campo do jordao"
"brazil_sao paulo_cananeia_parque estadualjacupiranga","",20,"sao paulo","cananeia","parque estadualjacupiranga"
"brazil_sao paulo_cananeia_sitio paraiso minas","",20,"sao paulo","cananeia","sitio paraiso das minas"
"brazil_sao paulo_corumbatai_corumbatai","",20,"sao paulo","corumbatai","corumbatai"
"brazil_sao paulo_cubatao_descida para santa","",20,"sao paulo","cubatao","descida para santa"
"brazil_sao paulo_estrada paranapiacaba","",20,"sao paulo","santo andre","estrada paranapiacaba, margem da estrada paranapiacaba"
"brazil_sao paulo_floresta nacional ipero","",20,"sao paulo","ipero","floresta nacional de ipero, fazenda ipanema"
"brazil_sao paulo_guaruja_rodovia guaruja","",20,"sao paulo","guaruja","rodovia guaruja"
"brazil_sao paulo_ibiuna_proximo ao km 63 rodovia sp 250","",20,"sao paulo","ibiuna","proximo ao km 63 da rodovia sp 250|proximo ao km 63 da rodovia sp-250"
"brazil_sao paulo_iguape_5km wsw of city of iguape","",20,"sao paulo","iguape","5km wsw of city of iguape"
"brazil_sao paulo_ilha bela_ilha bela","",20,"sao paulo","ilha bela","ilha bela"
"brazil_sao paulo_ilha comprida_arrededores","",20,"sao paulo","ilha comprida","arrededores"
"brazil_sao paulo_ilha comprida_praia pedrinhas","",20,"sao paulo","ilha comprida","praia da pedrinhas|praia das pedrinhas"
"brazil_sao paulo_ipero_floresta nacional ipero, fazenda ipanema","",20,"sao paulo","ipero","floresta nacional de ipero, fazenda ipanema"
"brazil_sao paulo_iporanga_parque estadual petar, estrada apiai iporanga","",20,"sao paulo","iporanga","parque estadual petar, estrada apiai-iporanga"
"brazil_sao paulo_itarapina","",20,"sao paulo","itarapina","reserva do instituto florestal|proximo ao pedagio|ao longo da rodovia sao paulo-sao carlos|1 km along road east from the rr at itirapina|estrada broa-sao carlos, circa 11km da estrada para itirapina|estacao ecologica de itarapina|"
"brazil_sao paulo_itatinga_eucatex","",20,"sao paulo","itatinga","eucatex"
"brazil_sao paulo_itirapina_rodovia eng","",20,"sao paulo","itirapina","rodovia eng"
"brazil_sao paulo_itirapina_ttrevo itirapina","",20,"sao paulo","itirapina","ttrevo itirapina"
"brazil_sao paulo_joanopolis_15 km cidade junto a cachoeira pretos","",20,"sao paulo","joanopolis","15 km da cidade junto a cachoeira dos pretos|15 km cidade junto a cachoeira dos pretos"
"brazil_sao paulo_joanopolis_brazil","",20,"sao paulo","joanopolis","brazil"
"brazil_sao paulo_joanopolis_fazenda hatches brasil","",20,"sao paulo","joanopolis","fazenda hatches brasil"
"brazil_sao paulo_jundiai_na serra japi","",20,"sao paulo","jundiai","na serra do japi"
"brazil_sao paulo_jundiai_trilha dae","",20,"sao paulo","jundiai","trilha dae"
"brazil_sao paulo_lavrinhas_12 km ao n lavrinhas","",20,"sao paulo","lavrinhas","12 km ao n de lavrinhas"
"brazil_sao paulo_lavrinhas_serra fina","",20,"sao paulo","lavrinhas","serra fina"
"brazil_sao paulo_limite com salesopolis","",20,"sao paulo","paraibuna|mogi das cruzes|biritiba mirim","estrada para a torre de retransmissao, junto ao km 49 da estrada intermediaria, cerca de 21 km do entrocamento com a rodovia sp 088|estrada usaka|estrada udsks"
"brazil_sao paulo_mogi cruzes_estrada afia faca","",20,"sao paulo","mogi das cruzes","estrada do afia faca"
"brazil_sao paulo_morungaba_fazenda santa terezinha","",20,"sao paulo","morungaba","fazenda santa terezinha"
"brazil_sao paulo_municipio campos jordao","",20,"sao paulo","campos do jordao|campos de jordao","divisa com pindamonhangaba|sao jose dos alpes|serra de campos do joradao|estrada de acesso para o pico do itapeva|character(0)|proximo a represa nova|5|estado de sao paulo|reserva do instituto florestal"
"brazil_sao paulo_municipio mairipora","",20,"sao paulo","mairipora|south of tapera grande|mairipora|3km south of tapera grande|mairipora|3 km south of tapera grande|mairipora|mairipora|3 km s of tapera grande","north along road from rio-sao paulo highway towards nazare paulista|north along road rio-sao paulo highway towards nazare paulista|0 km north along road from rio-sao paulo highway towards nazare' paulista|on road from nazare paulista to main highway rio-s, 7 km s along road from nazare paulista or 18, 0 km n along road from main highway"
"brazil_sao paulo_pardinho_estrada municipal constantino pauletti","",20,"sao paulo","pardinho","estrada municipal constantino pauletti"
"brazil_sao paulo_parque estadual petar","",20,"sao paulo","parque estadual petar|iporanga","parque estadual petar, estrada apiai-iporanga"
"brazil_sao paulo_parque rawistscher","",20,"sao paulo","analandia","parque rawistscher, fazenda pedra vermelha"
"brazil_sao paulo_perto estrada para pinhalzinho","",20,"sao paulo","perto da estrada para pinhalzinho|amparo","perto da estrada para pinhalzinho, pequena capoeira na beira da estrada com pasto adjacente|perto da estrada para pinhalzinho|perto da estrada para pinhalzinho, pequena capoeira na beira da estrada"
"brazil_sao paulo_peruibe_bairro guarau","",20,"sao paulo","peruibe","bairro guarau"
"brazil_sao paulo_peruibe_praia guarau","",20,"sao paulo","peruibe","praia do guarau|praia de guarau"
"brazil_sao paulo_pindamonhangaba_divisa com campos jordao","",20,"sao paulo","pindamonhangaba","divisa com campos do jordao"
"brazil_sao paulo_pratania_private reserve of cerrado next to sugar cane plantation","",20,"sao paulo","pratania","private reserve of cerrado next to sugar cane plantation"
"brazil_sao paulo_quatinga","",20,"sao paulo","quatinga","quatinga"
"brazil_sao paulo_quatinga_quatinga","",20,"sao paulo","quatinga","quatinga"
"brazil_sao paulo_ribeirao grande_parque intervales","",20,"sao paulo","ribeirao grande","parque intervales"
"brazil_sao paulo_rodovia para montes verdes","",20,"sao paulo","rodovia para montes-verdes","|rodovia para montes-verdes"
"brazil_sao paulo_salesopolis_casa grande","",20,"sao paulo","salesopolis","casa grande"
"brazil_sao paulo_santo andre_estrada paranapiacaba, margem estrada paranapiacaba","",20,"sao paulo","santo andre","estrada paranapiacaba, margem da estrada paranapiacaba"
"brazil_sao paulo_sao jose campos_trilha jorge","",20,"sao paulo","sao jose dos campos","trilha do jorge"
"brazil_sao paulo_sao paulo_apa carmo","",20,"sao paulo","sao paulo","apa do carmo"
"brazil_sao paulo_sao paulo_around herbarium","",20,"sao paulo","sao paulo","around herbarium"
"brazil_sao paulo_sao sebastiao_borda estrada","",20,"sao paulo","sao sebastiao","borda de estrada"
"brazil_sao paulo_serra pranapiacaba","",20,"sao paulo","serra pranapiacaba|guapiara","serra pranapiacaba, fazenda intervales"
"brazil_sao paulo_sp 139","",20,"sao paulo","sp-139|sao paulo|sao miguel arcanjo","reserva florestal carlos botelho"
"brazil_sao paulo_ubatuba_parcela j76","",20,"sao paulo","ubatuba","parcela j76"
"brazil_sao paulo_cananeia_parque estadual ilha cardoso, sede parque","brazil_sao paulo_cananeia_pe ilha cardoso",20,"sao paulo","cananeia","parque estadual ilha do cardoso, sede do parque"
"brazil_sao paulo_iguape_estacao ecologica jureia itatins, estrada margem rio una para o rio verde","brazil_sao paulo_iguape_eec jureia itatins",20,"sao paulo","iguape","estacao ecologica jureia-itatins, estrada da margem do rio una para o rio verde"
"brazil_NA_NA_parque ecologica carlos botelho","",19,"","sete barras","parque ecologica de carlos botelho"
"brazil_sao paulo_100 m","",19,"sao paulo","brotas|in silvaticis ad rio mambu in districtu urbis conceicao de itanhaen","south of itirapina-brotas road, 2 km west of the turnoff road to campo alegre|east of intersection of brotas-itirapina road with turnoff road to campo alegre|provincia de sao paulo"
"brazil_sao paulo_2km east of village of sete barras","",19,"sao paulo","registro|sete barras","character(0)|along new road towards jequia"
"brazil_sao paulo_aguas santa barbara_coletada na estacao ecologica aguas santa barbara em campo umido dois meses apos fogo","",19,"sao paulo","aguas de santa barbara","coletada na estacao ecologica de aguas de santa barbara em campo umido dois meses apos fogo"
"brazil_sao paulo_amparo_fazenda santa isabel","",19,"sao paulo","amparo","fazenda santa isabel"
"brazil_sao paulo_amparo_fazenda sta","",19,"sao paulo","amparo","fazenda sta"
"brazil_sao paulo_ao longo rodovia sao paulo","",19,"sao paulo","ao longo da rodovia sao paulo|itirapina","ao longo da rodovia sao paulo, onde sai a estrada para itirapina"
"brazil_sao paulo_atibaia_encosta morro branco","",19,"sao paulo","atibaia","encosta do morro branco"
"brazil_sao paulo_bertioga_character(0)","",19,"sao paulo","bertioga","character(0)"
"brazil_sao paulo_botucatu_botucatu","",19,"sao paulo","botucatu","botucatu"
"brazil_sao paulo_campos jordao_abernessia","",19,"sao paulo","campos do jordao","abernessia"
"brazil_sao paulo_campos jordao_estrada entre reserva inst","",19,"sao paulo","campos do jordao","estrada entre reserva do inst|estrada entre reserva inst"
"brazil_sao paulo_campos jordao_reserva","",19,"sao paulo","campos do jordao","reserva"
"brazil_sao paulo_campos jordao_serra mantiqueira, road to pico itapeva","",19,"sao paulo","campos do jordao","serra de mantiqueira, road to pico do itapeva"
"brazil_sao paulo_cananeia_distrito santa maria","",19,"sao paulo","cananeia","distrito de santa maria"
"brazil_sao paulo_cananeia_estrada cananeia","",19,"sao paulo","cananeia","estrada cananeia|estrada de cananeia"
"brazil_sao paulo_caraguatatuba_bairro jaraguazinho","",19,"sao paulo","caraguatatuba","bairro jaraguazinho"
"brazil_sao paulo_estacao experimental","",19,"sao paulo","estacao experimental|itirapina|ubatuba|monte alegre do sul","estacao experimental|estrada em direcao aos antigos fornos|secretaria agricultura-fazenda|fazenda|reserva|fazenda senhora encarnacao"
"brazil_sao paulo_estrada pariquera acu para cananeia_estrada pariquera acu para cananeia","",19,"sao paulo","estrada pariquera-acu para cananeia","estrada pariquera-acu para cananeia"
"brazil_sao paulo_ibiuna_parque estadual jurupara, caminho fazenda tucano","",19,"sao paulo","ibiuna","parque estadual de jurupara, caminho da fazenda tucano|parque estadual de jurupara, caminho de fazenda tucano|parque estadual do jurupara, caminho da fazenda tucano"
"brazil_sao paulo_iguape_estacao ecologica chauas, no km 78 rodovia pariquera","",19,"sao paulo","iguape","estacao ecologica de chauas, no km 78 da rodovia pariquera"
"brazil_sao paulo_ilha alcatrazes_ilha alcatrazes","",19,"sao paulo","ilha de alcatrazes|ilha dos alcatrazes|ilha das alcatrazes","ilha de alcatrazes|ilha dos alcatrazes|ilha das alcatrazes"
"brazil_sao paulo_itirapina_ao longo rodovia sao paulo, onde sai a estrada para itirapina","",19,"sao paulo","itirapina","ao longo da rodovia sao paulo, onde sai a estrada para itirapina"
"brazil_sao paulo_itirapina_area pedregulho","",19,"sao paulo","itirapina","area do pedregulho|area de pedregulho"
"brazil_sao paulo_itirapina_area protecao ambiental represa lobo","",19,"sao paulo","itirapina","area de protecao ambiental da represa do lobo"
"brazil_sao paulo_jacupiranga_nucleo cedro","",19,"sao paulo","jacupiranga","nucleo cedro"
