"type"|"right"|"occurrenceID_GBIF"|"rightsHolder"|"modified"|"institutionCode"|"collectionCode"|"catalogNumber"|"recordNumber"|"recordedBy"|"eventDate"|"year"|"month"|"day"|"occurrenceRemarks"|"fieldNotes"|"country"|"stateProvince"|"municipality"|"locality"|"minimumElevationInMeters"|"maximumElevationInMeters"|"verbatimLatitude"|"verbatimLongitude"|"decimalLatitude"|"decimalLongitude"|"identifiedBy"|"dateIdentified"|"identificationRemarks"|"identificationQualifier"|"typeStatus"|"scientifcname"|"family"|"genus"|"specificEpithet"|"infraspecificEpithet"|"taxonRank"|"scientificNameAuthorship"|"Clado"|"fieldnumber"|"kingdom"|"phylum"|"otherCatalogNumbers"
"Collection"|"Creative Commons"|"urn:catalog:RB:674755"|"RB"|"2017-10-10"|"RB"|"RB"|"RB00674755"|"333"|"Rose Neves"|"1993-7-1"|"1993"|"7"|"1"|"Trepadeira heliófila. Folhas herbáceas discolores. Flores de corola amarela e cálice verde. Frutos imaturos verdes."|""|"Brasil"|"São Paulo"|"Fernandópolis"|""|""|""|""|""|""|""|"H.C. Lima"|""|""|""|""|"Rhynchosia phaseoloides (Sw.) DC."|"LEGUMINOSAE"|"Rhynchosia"|"phaseoloides"|""|"specie"|"(Sw.) DC."|"Angiospermas"|""|"Plantae"|""|"RB 527273"
"Collection"|"Creative Commons"|"urn:catalog:RB:675187"|"RB"|"2014-07-07"|"RB"|"RB"|"RB00675187"|"19235"|"S.M. Salis"|"1986-12-16"|"1986"|"12"|"16"|"Árvore com 7m, flores com estames beges, frutos ocres aveludados."|""|"Brasil"|"São Paulo"|"Brotas"|"Mata ciliar de Rio Jacaré-Pepira-Mirim."|""|""|""|""|""|""|"R.D. Ribeiro"|"11/2/2004"|""|""|""|"Inga vera ssp. affinis (DC.) T.D.Penn."|"LEGUMINOSAE"|"Inga"|"vera"|"affinis"|"ssp."|"Willd."|"Angiospermas"|""|"Plantae"|""|"RB 527693"
"Collection"|"Creative Commons"|"urn:catalog:RB:679474"|"RB"|"2014-07-07"|"RB"|"RB"|"RB00679474"|"242"|"R. Neves"|"1993-6-26"|"1993"|"6"|"26"|"Árvore +/- 5,0m heliófilo com ramos castanhos ferrugíneos, folhas discolores. Flores em botão castanho, alvos."|""|"Brasil"|"São Paulo"|"Fernandópolis"|"Mata do Zoológico."|""|""|""|""|""|""|""|""|""|""|""|"Bauhinia ungulata L."|"LEGUMINOSAE"|"Bauhinia"|"ungulata"|""|"specie"|"L."|"Angiospermas"|""|"Plantae"|""|"RB 531182"
"Collection"|"Creative Commons"|"urn:catalog:RB:686813"|"RB"|"2021-12-09"|"RB"|"RB"|"RB00686813"|"66"|"F. M. Pinheiro"|"2011-10-4"|"2011"|"10"|"4"|"Arbusto escandente, ramos verdes cinérios, folhas discolores, face abaxial verde prata, parte adaxial verde escura brilhosa, cálice verde-castanho, pétalas vermelhas."|""|"Brasil"|"São Paulo"|"São José do Barreiro"|"Parque Nacional da Serra da Bocaina. Beira da estrada."|"1498"|""|""|""|"-22.7400000"|"-44.6169445"|"T.C. Monteiro"|"20/11/2021"|""|""|""|"Collaea speciosa (Loisel.) DC."|"LEGUMINOSAE"|"Collaea"|"speciosa"|""|"specie"|"(Loisel.) DC."|"Angiospermas"|""|"Plantae"|""|"RB 536323"
"Collection"|"Creative Commons"|"urn:catalog:RB:703378"|"RB"|"2017-10-19"|"RB"|"RB"|"RB00703378"|"128"|"H. Serafim"|"2008-7-1"|"2008"|"7"|"1"|"Árvore 7 m alt., 30 cm de perímetro à altura do peito. Frutos imaturos verdes, maduros marrons."|""|"Brasil"|"São Paulo"|"São José do Barreiro"|"Fazenda Atibaia. Acesso pelo km 258 da Rodovia dos Tropeiros (SP 068). Interior de mata."|"504 m"|""|""|""|"-22.6427777"|"-44.6566667"|"H.Serafim"|"2009"|""|""|""|"Bauhinia forficata Link"|"LEGUMINOSAE"|"Bauhinia"|"forficata"|""|"specie"|"Link"|"Angiospermas"|""|"Plantae"|""|"RB 543812"
"Collection"|"Creative Commons"|"urn:catalog:RB:703538"|"RB"|"2017-10-18"|"RB"|"RB"|"RB00703538"|"138"|"H. Serafim"|"2007-12-18"|"2007"|"12"|"18"|"Árvore 17m alt.; 55 cm de perímetro à altura do peito."|""|"Brasil"|"São Paulo"|""|"São José do Barreiro: Fazenda Atibaia. Acesso pelo km 258 da Rod. dos Tropeiros (SP 068)."|"504m"|""|""|""|"-22.6427777"|"-44.6566667"|"H. Serafim"|"2009"|""|""|""|"Peltophorum dubium (Spreng.) Taub."|"LEGUMINOSAE"|"Peltophorum"|"dubium"|""|"specie"|"(Spreng.) Taub."|"Angiospermas"|""|"Plantae"|""|"RB 543972"
"Collection"|"Creative Commons"|"urn:catalog:RB:703564"|"RB"|"2017-10-18"|"RB"|"RB"|"RB00703564"|"163"|"H. Serafim"|"2009-4-9"|"2009"|"4"|"9"|"Árvore 7m alt.; 35cm de perímetro à altura do peito."|""|"Brasil"|"São Paulo"|""|"São José do Barreiro: Fazenda Atibaia. Acesso pelo km 258 da Rod. dos Tropeiros (SP 068)."|"504m"|""|""|""|"-22.6427777"|"-44.6566667"|"H. Serafim"|"2009"|""|""|""|"Senna macranthera (DC. ex Collad.) H.S.Irwin & Barneby"|"LEGUMINOSAE"|"Senna"|"macranthera"|""|"specie"|"(DC. ex Collad.) H.S.Irwin & Barneby"|"Angiospermas"|""|"Plantae"|""|"RB 543994"
"Collection"|"Creative Commons"|"urn:catalog:RB:703570"|"RB"|"2017-10-18"|"RB"|"RB"|"RB00703570"|"132"|"H. Serafim"|"2007-12-27"|"2007"|"12"|"27"|"Árvore 20m alt.; 170cm de perímetro à altura do peito. Cálice verde, corola amarela. Gineceu verde. Filetes amarelos, anteras marrons."|""|"Brasil"|"São Paulo"|""|"São José do Barreiro: Fazenda Atibaia. Acesso pelo km 258 da Rod. dos Tropeiros (SP 068)."|"504m"|""|""|""|"-22.6427777"|"-44.6566667"|"H. Serafim"|"2009"|""|""|""|"Cassia ferruginea (Schrad.) Schrad. ex DC."|"LEGUMINOSAE"|"Cassia"|"ferruginea"|""|"specie"|"(Schrad.) Schrad. ex DC."|"Angiospermas"|""|"Plantae"|""|"RB 543999"
"Collection"|"Creative Commons"|"urn:catalog:RB:703689"|"RB"|"2017-10-19"|"RB"|"RB"|"RB00703689"|"1016"|"M. Sanchez"|"1997-4-16"|"1997"|"4"|"16"|"Árvore 577 com 7 m de altura, vegetativo."|""|"Brasil"|"São Paulo"|"Ubatuba"|"Picinguaba. Morro do Corisco."|"1000 m"|""|""|""|"-23.3666667"|"-44.8000000"|"F. Garcia"|""|""|""|""|"Inga"|"LEGUMINOSAE"|"Inga"|""|""|"genus"|""|"Angiospermas"|""|"Plantae"|""|"RB 544108"
"Collection"|"Creative Commons"|"urn:catalog:RB:704102"|"RB"|"2017-10-19"|"RB"|"RB"|"RB00704102"|"172"|"H. Serafim"|"2007-12-27"|"2007"|"12"|"27"|"Árvore 8m alt., 45 cm de perímetro à altura do peito."|""|"Brasil"|"São Paulo"|"São José do Barreiro"|"Fazenda Atibaia. Acesso pelo km 258 da Rodovia dos Tropeiros (SP 068). Interior de mata."|"504m"|""|""|""|"-22.6427777"|"-44.6566667"|"H. Serafim"|"2009"|""|""|""|"Platypodium elegans Vogel"|"LEGUMINOSAE"|"Platypodium"|"elegans"|""|"specie"|"Vogel"|"Angiospermas"|""|"Plantae"|""|"RB 544517"
"Collection"|"Creative Commons"|"urn:catalog:RB:718487"|"RB"|"2014-07-08"|"RB"|"RB"|"RB00718487"|"537"|"P.F.A. Camargo"|"1998-5-17"|"1998"|"5"|"17"|"Árvore 8,0 m; caule rugoso e escuro, folhas cartáceas com pilosidade amarelada. Fruto marrom."|""|"Brasil"|"São Paulo"|"Agudos"|"Fazenda Santa Rita."|""|""|""|""|""|""|"A.M.S.F. Vaz"|"31/8/2012"|""|""|""|"Bauhinia longifolia (Bong.) Steud."|"LEGUMINOSAE"|"Bauhinia"|"longifolia"|""|"specie"|"(Bong.) Steud."|"Angiospermas"|""|"Plantae"|""|"RB 551350"
"Collection"|"Creative Commons"|"urn:catalog:RB:718507"|"RB"|"2014-07-08"|"RB"|"RB"|"RB00718507"|"391"|"P.F.A. Camargo"|"1997-7-15"|"1997"|"7"|"15"|"Árvore 8,0 m; caule suberoso, folhas cartáceas com pilosidade ferrgínea abaxialmente. Frutos verdes com pilosidade ferrugínea."|""|"Brasil"|"São Paulo"|"Agudos"|"Fazenda Santa Rita."|""|""|""|""|""|""|"A.M.S.F. Vaz"|"31/8/2012"|""|""|""|"Bauhinia longifolia (Bong.) Steud."|"LEGUMINOSAE"|"Bauhinia"|"longifolia"|""|"specie"|"(Bong.) Steud."|"Angiospermas"|""|"Plantae"|""|"RB 551368"
"Collection"|"Creative Commons"|"urn:catalog:RB:718523"|"RB"|"2014-07-08"|"RB"|"RB"|"RB00718523"|"555"|"P.F.A. Camargo"|"1998-5-19"|"1998"|"5"|"19"|"Árvore 8,0 m; caule rugoso e escuro, folhas cartáceas com pilosidade amarelada. Fruto verde com pilosidade amarelada."|""|"Brasil"|"São Paulo"|"Agudos"|"Fazenda Santa Rita."|""|""|""|""|""|""|"A.M.S.F. Vaz"|"31/8/2012"|""|""|""|"Bauhinia longifolia (Bong.) Steud."|"LEGUMINOSAE"|"Bauhinia"|"longifolia"|""|"specie"|"(Bong.) Steud."|"Angiospermas"|""|"Plantae"|""|"RB 551382"
"Collection"|"Creative Commons"|"urn:catalog:RB:718640"|"RB"|"2017-10-19"|"RB"|"RB"|"RB00718640"|"150"|"H. Serafim"|"2008-10-10"|"2008"|"10"|"10"|"Árvore 11 m alt, 60 cm de perimetro á altura do peito. Cálice e corola verdes. Estilete branco. Filetes brancos, anteras amarelas."|""|"Brasil"|"São Paulo"|"São José do Barreiro"|"Fazenda Atibaia. Acesso pelo Km 258 da Rodovia dos Tropeiros ( SP 068). Interior de mata."|"504 m"|""|""|""|"-22.6427777"|"-44.6566667"|"H. Serafim"|"2009"|""|""|""|"Inga marginata Willd."|"LEGUMINOSAE"|"Inga"|"marginata"|""|"specie"|"Willd."|"Angiospermas"|""|"Plantae"|""|"RB 551475"
"Collection"|"Creative Commons"|"urn:catalog:RB:718682"|"RB"|"2017-10-19"|"RB"|"RB"|"RB00718682"|"144"|"H. Serafim"|"2008-2-13"|"2008"|"2"|"13"|"Árvore 18 m alt, 65 cm de perimetro á altura do peito."|""|"Brasil"|"São Paulo"|"Areias"|"Fazenda São Domingos. Acesso pelo Km 237 da rodovia dos Tropeiros ( SP 068). Borda de mata."|"813 m"|""|""|""|"-22.6408333"|"-44.7269445"|"H. Serafim"|"2009"|""|""|""|"Anadenanthera colubrina (Vell.) Brenan"|"LEGUMINOSAE"|"Anadenanthera"|"colubrina"|""|"specie"|"(Vell.) Brenan"|"Angiospermas"|""|"Plantae"|""|"RB 551517"
"Collection"|"Creative Commons"|"urn:catalog:RB:718695"|"RB"|"2017-10-18"|"RB"|"RB"|"RB00718695"|"141"|"H. Serafim"|"2008-6-18"|"2008"|"6"|"18"|"Árvore 23 m alt, 101 cm de perimetro á altura do peito. Frutos encontrados no chão sob a copa."|""|"Brasil"|"São Paulo"|"Areias"|"Fazenda São Domingos. Acesso pelo Km 237 da rodovia dos Tropeiros. ( SP 068)."|"813 m"|""|""|""|""|""|"H. Serafim"|"2009"|""|""|""|"Senegalia polyphylla (DC.) Britton & Rose"|"LEGUMINOSAE"|"Senegalia"|"polyphylla"|""|"specie"|"(DC.) Britton & Rose"|"Angiospermas"|""|"Plantae"|""|"RB 551530"
"Collection"|"Creative Commons"|"urn:catalog:RB:735657"|"RB"|"2014-07-08"|"RB"|"RB"|"RB00735657"|"662"|"G. D. Colletta; F. M. Alves"|"2012-5-16"|"2012"|"5"|"16"|"Árvore, 12m."|""|"Brasil"|"São Paulo"|"Agudos"|"Mata ao lado da Faz. São João do Guarantã."|""|""|""|""|""|""|"G. D. Colletta; F. M. Alves"|"16/5/2012"|""|""|""|"Machaerium hirtum (Vell.) Stellfeld"|"LEGUMINOSAE"|"Machaerium"|"hirtum"|""|"specie"|"(Vell.) Stellfeld"|"Angiospermas"|""|"Plantae"|""|"RB 558543"
"Collection"|"Creative Commons"|"urn:catalog:RB:735897"|"RB"|"2017-10-17"|"RB"|"RB"|"RB00735897"|"124"|"L. C. de Souza"|"1997-11-3"|"1997"|"11"|"3"|"Árvore 3m altura, flores de cor lilás."|""|"Brasil"|"São Paulo"|"Itapetininga"|"Estação Experimental, campo."|""|""|""|""|"-23.5666667"|"-48.0000000"|"H. C. de Lima"|"12/12/2012"|""|""|""|"Andira fraxinifolia Benth."|"LEGUMINOSAE"|"Andira"|"fraxinifolia"|""|"specie"|"Benth."|"Angiospermas"|""|"Plantae"|""|"RB 554890"
"Collection"|"Creative Commons"|"urn:catalog:RB:737377"|"RB"|"2015-05-13"|"RB"|"RB"|"RB00737377"|"631"|"G. D. Coletta"|"2012-5-15"|"2012"|"5"|"15"|"Árvore 8m, frutos amarronzados"|""|"Brasil"|"São Paulo"|"Agudos"|"Mata ao lado da fazenda São João do Guarantã."|""|""|""|""|""|""|"M. Barros"|"23/3/2015"|""|""|""|"Senegalia polyphylla (DC.) Britton & Rose"|"LEGUMINOSAE"|"Senegalia"|"polyphylla"|""|"specie"|"(DC.) Britton & Rose"|"Angiospermas"|""|"Plantae"|""|"RB 559251"
"Collection"|"Creative Commons"|"urn:catalog:RB:737795"|"RB"|"2014-07-08"|"RB"|"RB"|"RB00737795"|"54"|"R. Neves"|"1992-11-15"|"1992"|"11"|"15"|"Árvore ca. 10m alt., heliófila. Folhas coriáceas, discolores. Flores corola alvacenta. Espécie ocasional. "|""|"Brasil"|"São Paulo"|"Fernandópolis"|"Mata do Zoológico."|""|""|""|""|""|""|"H.C. Lima"|""|""|""|""|"Inga uruguensis Hook. & Arn."|"LEGUMINOSAE"|"Inga"|"uruguensis"|""|"specie"|"Hook. & Arn."|"Angiospermas"|""|"Plantae"|""|"RB 559640"
"Collection"|"Creative Commons"|"urn:catalog:RB:737820"|"RB"|"2015-05-15"|"RB"|"RB"|"RB00737820"|"199"|"R. Neves"|"1993-5-10"|"1993"|"5"|"10"|"Árvore, cerca de 10m, heliófila. Solo humoso. Folhas discolores. Frutos imaturos verdes. "|""|"Brasil"|"São Paulo"|"Fernandópolis"|"Mata do Zoológico."|""|""|""|""|""|""|"M.Barros"|"27/4/2015"|""|""|""|"Senegalia polyphylla (DC.) Britton & Rose"|"LEGUMINOSAE"|"Senegalia"|"polyphylla"|""|"specie"|"(DC.) Britton & Rose"|"Angiospermas"|""|"Plantae"|""|"RB 559665"
"Collection"|"Creative Commons"|"urn:catalog:RB:737870"|"RB"|"2014-07-08"|"RB"|"RB"|"RB00737870"|"136"|"R. Neves"|"1993-3-13"|"1993"|"3"|"13"|"Erva ereta, heliófila. Folhas discolores, herbáceas. Flores roseo-lilás. Frutos imaturos verdes. Rara"|""|"Brasil"|"São Paulo"|"Fernandópolis"|"Mata do Zoológico."|""|""|""|""|""|""|"R. Neves"|"5/5/1994"|""|""|""|"Desmodium barbatum (L.) Benth."|"LEGUMINOSAE"|"Desmodium"|"barbatum"|""|"specie"|"(L.) Benth."|"Angiospermas"|""|"Plantae"|""|"RB 559704"
"Collection"|"Creative Commons"|"urn:catalog:RB:738503"|"RB"|"2014-07-08"|"RB"|"RB"|"RB00738503"|"619"|"G.D. Colleta"|"2012-5-14"|"2012"|"5"|"14"|"Árvore, 3,5m, pétalas amarelas"|""|"Brasil"|"São Paulo"|"Piratininga"|"Sítio Lagoa Azul. mata em volta da represa."|""|""|""|""|""|""|"G.D. Colleta; F.M. Alves"|"14/5/2012"|""|""|""|"Senna pendula (Humb.& Bonpl.ex Willd.) H.S.Irwin & Barneby"|"LEGUMINOSAE"|"Senna"|"pendula"|""|"specie"|"(Humb.& Bonpl.ex Willd.) H.S.Irwin & Barneby"|"Angiospermas"|""|"Plantae"|""|"RB 560305"
"Collection"|"Creative Commons"|"urn:catalog:RB:738552"|"RB"|"2017-10-19"|"RB"|"RB"|"RB00738552"|"551"|"L.B. Santos"|"2010-4-15"|"2010"|"4"|"15"|"Arbusto, 2,5m, folíolos membranáceos, botões verdes, cálice marrom, pétalas amarelas, estames esverdeados"|""|"Brasil"|"São Paulo"|"Botucatu"|"Parque Ecológico da Pavuna, da sede até a trilha da esquerda na entrada das cachoeiras, depois até a bifurcação final à direita e a esquerda."|"750m"|""|""|""|"-22.8375000"|"-46.5111111"|"L.B. Santos"|"4/2010"|""|""|""|"Senna bicapsularis (L.) Roxb."|"LEGUMINOSAE"|"Senna"|"bicapsularis"|""|"specie"|"(L.) Roxb."|"Angiospermas"|""|"Plantae"|""|"RB 560354"
"Collection"|"Creative Commons"|"urn:catalog:RB:738869"|"RB"|"2017-10-14"|"RB"|"RB"|"RB00738869"|"1184"|"R. Ciello Filho"|"2010-12-7"|"2010"|"12"|"7"|"Árvore 13m altura; flores de cor branca"|""|"Brasil"|"São Paulo"|"Itapeva"|"Estação Experimental, proximidades do viveiro."|"750"|""|""|""|"-24.0461111"|"-49.0841666"|"J.B. Baitello"|"30/12/2010"|""|""|""|"Anadenanthera colubrina (Vell.) Brenan"|"LEGUMINOSAE"|"Anadenanthera"|"colubrina"|""|"specie"|"(Vell.) Brenan"|"Angiospermas"|""|"Plantae"|""|"RB 560641"
"Collection"|"Creative Commons"|"urn:catalog:RB:747214"|"RB"|"2014-07-08"|"RB"|"RB"|"RB00747214"|"16"|"D. Paskin"|"2012-6-27"|"2012"|"6"|"27"|"Árvore portando frutos maduros"|""|"Brasil"|"São Paulo"|""|"Município de Lucilândia."|""|""|""|""|""|""|"M. Morum"|"30/10/2012"|""|""|""|"Senegalia polyphylla (DC.) Britton & Rose"|"LEGUMINOSAE"|"Senegalia"|"polyphylla"|""|"specie"|"(DC.) Britton & Rose"|"Angiospermas"|""|"Plantae"|""|"RB 563697"
"Collection"|"Creative Commons"|"urn:catalog:RB:761829"|"RB"|"2014-07-08"|"RB"|"RB"|"RB00761829"|"7963"|"J.A. Lombardi"|"2010-12-8"|"2010"|"12"|"8"|"Liana, folíolos papiráceos, botões ocre-esverdeados, corola creme"|""|"Brasil"|"São Paulo"|"São Lourenço da Serra"|"Reserva Particular do Patrimônio Natural Paiol Maria, Trilha das águas."|""|""|""|""|"-23.8255556"|"-46.9394444"|"M.N. Saka"|"1/2012"|""|""|""|"Dalbergia frutescens (Vell.) Britton var. frutescens"|"LEGUMINOSAE"|"Dalbergia"|"frutescens"|"frutescens"|"var."|"(Vell.) Britton"|"Angiospermas"|""|"Plantae"|""|"RB 568915"
"Collection"|"Creative Commons"|"urn:catalog:RB:761852"|"RB"|"2017-10-14"|"RB"|"RB"|"RB00761852"|"427"|"L.B. Santos"|"2009-12-14"|"2009"|"12"|"14"|"Árvore, folíolos membranáceos, botões verde-amarronzados, pilosos (um pouco ferrugíneos)"|""|"Brasil"|"São Paulo"|"Botucatu"|"Parque ecológico da Pavuna, da sede até o lago e volta contornando toda a borda."|"750"|""|""|""|"-22.8375000"|"-46.5111111"|"H.C. Lima"|"4/2013"|""|""|""|"Lonchocarpus cultratus (Vell.) A.M.G.Azevedo & H.C.Lima"|"LEGUMINOSAE"|"Lonchocarpus"|"cultratus"|""|"specie"|"(Vell.) A.M.G.Azevedo & H.C.Lima"|"Angiospermas"|""|"Plantae"|""|"RB 568937"
"Collection"|"Creative Commons"|"urn:catalog:RB:767040"|"RB"|"2017-11-19"|"RB"|"RB"|"RB00767040"|"8175"|"L. Coradin"|"1987-8-22"|"1987"|"8"|"22"|"Plantas de 2m, ereto, flor vermelho. Comum."|""|"Brasil"|"São Paulo"|"Aguaí"|"Rodovia  Aguaí  -  São  João  da  Boa  Vista  (SP-344)  KM  9.  Latitude:  2202s/  Longitude:  04654  w.  ."|"650"|""|""|""|""|""|""|""|""|""|""|"Camptosema"|"LEGUMINOSAE"|"Camptosema"|""|""|"genus"|""|"Angiospermas"|""|"Plantae"|""|"RB 366133"
"Collection"|"Creative Commons"|"urn:catalog:RBcarpo:769606"|"RBcarpo"|"2014-05-28"|"RB"|"RB"|"RBcarpo00769606"|""|"J.I. de Lima"|"1950-1-15"|"1950"|"1"|"15"|""|""|"Brasil"|"São Paulo"|""|"."|""|""|""|""|""|""|""|""|""|""|""|"Crotalaria"|"LEGUMINOSAE"|"Crotalaria"|""|""|"genus"|""|"Angiospermas"|""|"Plantae"|""|"RBcarpo 3812"
"Collection"|"Creative Commons"|"urn:catalog:RBcarpo:772486"|"RBcarpo"|"2015-06-22"|"RB"|"RB"|"RBcarpo00772486"|""|"J.I. de Lima"|"1946-1-15"|"1946"|"1"|"15"|""|""|"Brasil"|"São Paulo"|""|"."|""|""|""|""|""|""|""|""|""|""|""|"Hymenaea stigonocarpa Mart. ex Hayne"|"LEGUMINOSAE"|"Hymenaea"|"stigonocarpa"|""|"specie"|"Mart. ex Hayne"|"Angiospermas"|""|"Plantae"|""|"RBcarpo 3598"
"Collection"|"Creative Commons"|"urn:catalog:RBcarpo:772616"|"RBcarpo"|"2014-05-28"|"RB"|"RB"|"RBcarpo00772616"|""|"J.I. Lima"|"1950-1-15"|"1950"|"1"|"15"|""|""|"Brasil"|"São Paulo"|""|"."|""|""|""|""|""|""|""|""|""|""|""|"Glycine hispida (Moench) Maxim."|"LEGUMINOSAE"|"Glycine"|"hispida"|""|"specie"|"(Moench) Maxim."|"Angiospermas"|""|"Plantae"|""|"RBcarpo 3809"
"Collection"|"Creative Commons"|"urn:catalog:RBcarpo:772940"|"RBcarpo"|"2014-05-21"|"RB"|"RB"|"RBcarpo00772940"|""|"J. Lima"|"1850-1-15"|"1850"|"1"|"15"|""|""|"Brasil"|"São Paulo"|""|"."|""|""|""|""|""|""|""|""|""|""|""|"Tephrosia"|"LEGUMINOSAE"|"Tephrosia"|""|""|"genus"|""|"Angiospermas"|""|"Plantae"|""|"RBcarpo 3816"
"Collection"|"Creative Commons"|"urn:catalog:RBcarpo:773003"|"RBcarpo"|"2013-05-16"|"RB"|"RB"|"RBcarpo00773003"|""|"L.C. Silva"|"1969-8-16"|"1969"|"8"|"16"|""|""|"Brasil"|"São Paulo"|"Tambaú"|"."|""|""|""|""|""|""|""|""|""|""|""|"Machaerium sp"|"LEGUMINOSAE"|"Machaerium"|"sp"|""|"specie"|""|"Angiospermas"|""|"Plantae"|""|"RBcarpo 4527"
"Collection"|"Creative Commons"|"urn:catalog:RBcarpo:773020"|"RBcarpo"|"2014-05-28"|"RB"|"RB"|"RBcarpo00773020"|""|"Escobar"|"1927-10"|"1927"|"10"|""|""|""|"Brasil"|"São Paulo"|""|"."|""|""|""|""|""|""|""|""|""|""|""|"Enterolobium timbouva Mart."|"LEGUMINOSAE"|"Enterolobium"|"timbouva"|""|"specie"|"Mart."|"Angiospermas"|""|"Plantae"|""|"RBcarpo 2516"
"Collection"|"Creative Commons"|"urn:catalog:RBcarpo:773107"|"RBcarpo"|"2014-05-28"|"RB"|"RB"|"RBcarpo00773107"|""|"A. Mattos"|"1961-7-9"|"1961"|"7"|"9"|""|""|"Brasil"|"São Paulo"|""|"Faz. Campininha."|""|""|""|""|""|""|""|""|""|""|""|"Sweetia dasycarpa Benth."|"LEGUMINOSAE"|"Sweetia"|"dasycarpa"|""|"specie"|"Benth."|"Angiospermas"|""|"Plantae"|""|"RBcarpo 2198"
"Collection"|"Creative Commons"|"urn:catalog:RBcarpo:773205"|"RBcarpo"|"2014-05-21"|"RB"|"RB"|"RBcarpo00773205"|""|"A.P. Duarte"|"1961-4-25"|"1961"|"4"|"25"|""|""|"Brasil"|"São Paulo"|""|"São Carlos do Pinhal."|""|""|""|""|""|""|""|""|""|""|""|"Mimosa"|"LEGUMINOSAE"|"Mimosa"|""|""|"genus"|""|"Angiospermas"|""|"Plantae"|""|"RBcarpo 1786"
"Collection"|"Creative Commons"|"urn:catalog:RBcarpo:773261"|"RBcarpo"|"2013-05-17"|"RB"|"RB"|"RBcarpo00773261"|""|"J. Lima"|"1949-2-3"|"1949"|"2"|"3"|""|""|"Brasil"|"São Paulo"|""|"Rio Piracicaba."|""|""|""|""|""|""|""|""|""|"aff."|""|"Mimosa acerba Benth."|"LEGUMINOSAE"|"Mimosa"|"acerba"|""|"specie"|"Benth."|"Angiospermas"|""|"Plantae"|""|"RBcarpo 3776"
"Collection"|"Creative Commons"|"urn:catalog:RBcarpo:773528"|"RBcarpo"|"2014-05-21"|"RB"|"RB"|"RBcarpo00773528"|""|"L.C. Silva"|"1969-7-16"|"1969"|"7"|"16"|""|""|"Brasil"|"São Paulo"|"Tambaú"|"Faz. Bico de Pato."|""|""|""|""|""|""|""|""|""|""|""|"Schizolobium"|"LEGUMINOSAE"|"Schizolobium"|""|""|"genus"|""|"Angiospermas"|""|"Plantae"|""|"RBcarpo 4535"
"Collection"|"Creative Commons"|"urn:catalog:RBcarpo:773648"|"RBcarpo"|"2021-08-02"|"RB"|"RB"|"RBcarpo00773648"|""|""|""|""|""|""|""|""|"Brasil"|"São Paulo"|""|"Ilha de São Vicente-Santos."|""|""|""|""|""|""|""|""|""|""|""|"Swartzia langsdorffii Raddi"|"LEGUMINOSAE"|"Swartzia"|"langsdorffii"|""|"specie"|"Raddi"|"Angiospermas"|""|"Plantae"|""|"RBcarpo 42"
"Collection"|"Creative Commons"|"urn:catalog:RBcarpo:774861"|"RBcarpo"|"2014-05-28"|"RB"|"RB"|"RBcarpo00774861"|""|"J.I. Lima"|"1946-2-9"|"1946"|"2"|"9"|""|""|"Brasil"|"São Paulo"|""|"."|""|""|""|""|""|""|""|""|""|""|""|"Stryphnodendron"|"LEGUMINOSAE"|"Stryphnodendron"|""|""|"genus"|""|"Angiospermas"|""|"Plantae"|""|"RBcarpo 3585"
"Collection"|"Creative Commons"|"urn:catalog:RBcarpo:775208"|"RBcarpo"|"2013-05-22"|"RB"|"RB"|"RBcarpo00775208"|""|"Luis Carlos da Silva"|"1969-7-16"|"1969"|"7"|"16"|""|""|"Brasil"|"São Paulo"|"Tambaú"|"."|""|""|""|""|""|""|""|""|""|""|""|"Copaifera"|"LEGUMINOSAE"|"Copaifera"|""|""|"genus"|""|"Angiospermas"|""|"Plantae"|""|"RBcarpo 4526"
"Collection"|"Creative Commons"|"urn:catalog:RB:779539"|"RB"|"2018-08-23"|"RB"|"RB"|"RB00779539"|"20110"|"H.F. Leitão"|"1988-2-18"|"1988"|"2"|"18"|"Subarbusto até 45 cm, flores amarelas."|""|"Brasil"|"São Paulo"|"Assis"|"Estação Experimental do Instituto Florestal, em área de cerrado, cerradão."|""|""|""|""|""|""|"D.S.Gissi"|"6/2018"|""|""|""|"Stylosanthes gracilis Kunth"|"LEGUMINOSAE"|"Stylosanthes"|"gracilis"|""|"specie"|"Kunth"|"Angiospermas"|""|"Plantae"|""|"RB 573510"
"Collection"|"Creative Commons"|"urn:catalog:RB:780227"|"RB"|"2014-07-08"|"RB"|"RB"|"RB00780227"|"33206"|"V.C. Souza"|"2008-9-13"|"2008"|"9"|"13"|"Subarbusto, ca. 60 cm alt; flores roxas."|""|"Brasil"|"São Paulo"|"Itararé"|"Beira do Rio Verde. Cerrado com transição para banhado."|""|""|""|""|""|""|""|""|""|""|""|"Periandra mediterranea (Vell.) Taub."|"LEGUMINOSAE"|"Periandra"|"mediterranea"|""|"specie"|"(Vell.) Taub."|"Angiospermas"|""|"Plantae"|""|"RB 573816"
